epoch,loss
0,0.206669343039
1,0.17454480678
2,0.164000781595
3,0.157190170358
4,0.151879204527
5,0.147906539028
6,0.143937297032
7,0.140529664612
8,0.138006137693
9,0.134913370829
10,0.132811605202
11,0.130285405935
12,0.128915581555
13,0.126576626639
14,0.124939294661
15,0.123436820117
16,0.121159981878
17,0.12025530052
18,0.118879640691
19,0.117071720691
20,0.11683453258
21,0.115762166103
22,0.11373100099
23,0.112986083342
24,0.112411219155
25,0.111581103204
26,0.110037661379
27,0.1100002788
28,0.108979652865
29,0.107553455095
30,0.107699689888
31,0.106890442316
32,0.10625840288
33,0.105019537112
34,0.104990779096
35,0.10339930254
36,0.103939183676
37,0.102804588807
38,0.102289384266
39,0.102212917631
40,0.101233159377
41,0.100446250524
42,0.100038367672
43,0.099860451299
44,0.0993142274962
45,0.0988520904007
46,0.0983596082909
47,0.0979335378021
48,0.0976086706498
49,0.0968639307096
50,0.0972687098229
51,0.0959019447125
52,0.095460925131
53,0.0950327295155
54,0.0950742890998
55,0.094935721336
56,0.0941437061138
57,0.0946168817079
58,0.0941585338387
59,0.0928950222363
60,0.0924154787338
61,0.0927451450518
62,0.0916946035253
63,0.0917177006221
64,0.0918047408829
65,0.0917017506232
66,0.0913104230486
67,0.0905659357234
68,0.0899502670548
69,0.0901701756687
70,0.090223921419
71,0.0898827148891
72,0.0897321363917
73,0.0886332895887
74,0.0885948015116
75,0.088791288977
76,0.08824132202
77,0.0882365807603
78,0.0875719987106
79,0.0881095564829
80,0.0877915632335
81,0.0871167205478
82,0.0860881464121
83,0.0871248109466
84,0.0865544345269
85,0.0858649904528
86,0.0857644193139
87,0.085755163658
88,0.0859609335681
89,0.0857639714946
90,0.0850590559326
91,0.0855727900186
92,0.0842473048769
93,0.0841566753141
94,0.0844732561248
95,0.0841388957052
96,0.0840756182838
97,0.083504146004
98,0.0831373709775
99,0.0830431208148
100,0.0830193687804
101,0.0831789763854
102,0.0831802100036
103,0.082748524964
104,0.0823068302673
105,0.0815838980253
106,0.0822538824989
107,0.0825127008195
108,0.0820037040524
109,0.0818527900215
110,0.081504531268
111,0.0811585616448
112,0.0810395655291
113,0.0813215705925
114,0.0811519117129
115,0.0813564093486
116,0.0814489016501
117,0.0808686955146
118,0.0800243228113
119,0.080193492527
120,0.0808694389145
121,0.0801867459523
122,0.0796857500776
123,0.0803869737145
124,0.0795984983919
125,0.0793479440299
126,0.0791856983793
127,0.07955832487
128,0.0797992656466
129,0.0786968486498
130,0.0790245136092
131,0.0798888344099
132,0.078369926236
133,0.0786745154147
134,0.0785745641419
135,0.0785539803186
136,0.0784023434859
137,0.0795221758176
138,0.0779234358929
139,0.0778134949859
140,0.0773876951024
141,0.0784066406439
142,0.0776022126781
143,0.0771188363622
144,0.0777801574294
145,0.0767137106609
146,0.0774564901894
147,0.0771935117651
148,0.0766149858482
149,0.0761099448286
训练集,0.317607636033 2.77472116618 0.509181951673
验证集,0.482224316533 2.55578902938 0.444305340368
测试集,0.411872499751 2.2078906884 0.473374667004
